company_id,company,problem_id,problem_title,category,action,rationale,confidence,why_this,uncertainty,source_evidence,score_trace
cloudspring,CloudSpring Technologies,cloudspring-problem-3,Engineering efficiency behaviour,experiment,Design experiment,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is confidence. Missing perspective evidence: business, human, planetary.",low,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is confidence. Missing perspective evidence: business, human, planetary.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""cloudspring-problem-3"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 2, ""missingPerspectives"": [""business"", ""human"", ""planetary""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 66, ""contributions"": [{""factor"": ""impact"", ""score"": 3, ""weight"": 20, ""contribution"": 60, ""direction"": ""neutral"", ""explanation"": ""Impact is moderate and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Urgency is moderate and carries weight 10.""}, {""factor"": ""influence"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Influence is very high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Readiness is high and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Confidence is low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""confidence""]}"
cloudspring,CloudSpring Technologies,cloudspring-problem-4,Customer environmental claims,experiment,Design experiment,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is confidence. Missing perspective evidence: planetary.",low,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is confidence. Missing perspective evidence: planetary.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [""customer""], ""human"": [""customer""], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""cloudspring-problem-4"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 1, ""missingPerspectives"": [""planetary""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 60, ""contributions"": [{""factor"": ""impact"", ""score"": 3, ""weight"": 20, ""contribution"": 60, ""direction"": ""neutral"", ""explanation"": ""Impact is moderate and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Leverage is moderate and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 1, ""weight"": 10, ""contribution"": 10, ""direction"": ""limits"", ""explanation"": ""Confidence is very low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 4, ""weight"": 5, ""contribution"": 20, ""direction"": ""raises"", ""explanation"": ""Stakeholder is high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""confidence""]}"
cloudspring,CloudSpring Technologies,cloudspring-problem-5,Hardware lifecycle,experiment,Design experiment,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is urgency, confidence, stakeholder. Missing perspective evidence: business, human, planetary.",low,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is urgency, confidence, stakeholder. Missing perspective evidence: business, human, planetary.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""cloudspring-problem-5"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 2, ""missingPerspectives"": [""business"", ""human"", ""planetary""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 51, ""contributions"": [{""factor"": ""impact"", ""score"": 3, ""weight"": 20, ""contribution"": 60, ""direction"": ""neutral"", ""explanation"": ""Impact is moderate and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Strategic is moderate and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Leverage is moderate and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Urgency is low and carries weight 10.""}, {""factor"": ""influence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Influence is moderate and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Confidence is low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 2, ""weight"": 5, ""contribution"": 10, ""direction"": ""limits"", ""explanation"": ""Stakeholder is low and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""urgency"", ""confidence"", ""stakeholder""]}"
loophome,LoopHome Circular Services,loophome-problem-1,Validate circular impact,investigate,Design experiment,"Investigate is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is readiness, confidence. Missing perspective evidence: business, human, planetary.",low,"Investigate is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is readiness, confidence. Missing perspective evidence: business, human, planetary.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""loophome-problem-1"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 1, ""missingPerspectives"": [""business"", ""human"", ""planetary""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 71, ""contributions"": [{""factor"": ""impact"", ""score"": 5, ""weight"": 20, ""contribution"": 100, ""direction"": ""raises"", ""explanation"": ""Impact is very high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Leverage is very high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Influence is moderate and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Readiness is low and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 1, ""weight"": 10, ""contribution"": 10, ""direction"": ""limits"", ""explanation"": ""Confidence is very low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 4, ""weight"": 5, ""contribution"": 20, ""direction"": ""raises"", ""explanation"": ""Stakeholder is high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""readiness"", ""confidence""]}"
loophome,LoopHome Circular Services,loophome-problem-2,Customer churn and transport,investigate,Design experiment,"Investigate is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is confidence. Missing perspective evidence: planetary.",low,"Investigate is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is confidence. Missing perspective evidence: planetary.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [""customer""], ""human"": [""customer""], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""loophome-problem-2"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 2, ""missingPerspectives"": [""planetary""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 69, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Confidence is low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 4, ""weight"": 5, ""contribution"": 20, ""direction"": ""raises"", ""explanation"": ""Stakeholder is high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""confidence""]}"
loophome,LoopHome Circular Services,loophome-problem-3,Technician capacity,act_now,Proceed to structured decision,"Act Now is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complicated and mid green. Missing perspective evidence: business, human, planetary.",medium,"Act Now is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complicated and mid green. Missing perspective evidence: business, human, planetary.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""loophome-problem-3"", ""sourceStages"": [], ""evidenceSummary"": ""medium"", ""confidence"": 3, ""missingPerspectives"": [""business"", ""human"", ""planetary""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 62, ""contributions"": [{""factor"": ""impact"", ""score"": 3, ""weight"": 20, ""contribution"": 60, ""direction"": ""neutral"", ""explanation"": ""Impact is moderate and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Leverage is moderate and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Confidence is moderate and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 4, ""weight"": 5, ""contribution"": 20, ""direction"": ""raises"", ""explanation"": ""Stakeholder is high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": []}"
loophome,LoopHome Circular Services,loophome-problem-4,Appliance energy performance,investigate,Design experiment,"Investigate is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is influence, readiness, confidence. Missing perspective evidence: business, human.",low,"Investigate is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is influence, readiness, confidence. Missing perspective evidence: business, human.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [], ""planetary"": [""energy""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""loophome-problem-4"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 2, ""missingPerspectives"": [""business"", ""human""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 58, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Urgency is moderate and carries weight 10.""}, {""factor"": ""influence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Influence is low and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Readiness is low and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Confidence is low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""influence"", ""readiness"", ""confidence""]}"
loophome,LoopHome Circular Services,loophome-problem-5,Investor growth pressure,experiment,Design experiment,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is confidence. Missing perspective evidence: business, human, planetary.",low,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is confidence. Missing perspective evidence: business, human, planetary.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""loophome-problem-5"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 2, ""missingPerspectives"": [""business"", ""human"", ""planetary""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 57, ""contributions"": [{""factor"": ""impact"", ""score"": 3, ""weight"": 20, ""contribution"": 60, ""direction"": ""neutral"", ""explanation"": ""Impact is moderate and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Leverage is moderate and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Urgency is moderate and carries weight 10.""}, {""factor"": ""influence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Influence is moderate and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Confidence is low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""confidence""]}"
citymotion,CityMotion Transit Authority,citymotion-problem-2,Accessibility safeguard,experiment,Design experiment,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and mid green. Missing perspective evidence: business.",high,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and mid green. Missing perspective evidence: business.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [""fair"", ""access""], ""planetary"": [""carbon""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""citymotion-problem-2"", ""sourceStages"": [], ""evidenceSummary"": ""high"", ""confidence"": 4, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 85, ""contributions"": [{""factor"": ""impact"", ""score"": 5, ""weight"": 20, ""contribution"": 100, ""direction"": ""raises"", ""explanation"": ""Impact is very high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Urgency is very high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Influence is very high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Readiness is high and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Confidence is high and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 5, ""weight"": 5, ""contribution"": 25, ""direction"": ""raises"", ""explanation"": ""Stakeholder is very high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": []}"
citymotion,CityMotion Transit Authority,citymotion-problem-1,Fair fleet transition,experiment,Design experiment,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and mid green. The main constraint is effort. Missing perspective evidence: business.",high,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and mid green. The main constraint is effort. Missing perspective evidence: business.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [""fair""], ""planetary"": [""carbon""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""citymotion-problem-1"", ""sourceStages"": [], ""evidenceSummary"": ""high"", ""confidence"": 4, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 82, ""contributions"": [{""factor"": ""impact"", ""score"": 5, ""weight"": 20, ""contribution"": 100, ""direction"": ""raises"", ""explanation"": ""Impact is very high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Leverage is very high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Urgency is very high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Confidence is high and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 5, ""weight"": 5, ""contribution"": 25, ""direction"": ""raises"", ""explanation"": ""Stakeholder is very high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 4, ""weight"": 10, ""contribution"": -40, ""direction"": ""lowers"", ""explanation"": ""Effort is high and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""effort""]}"
citymotion,CityMotion Transit Authority,citymotion-problem-4,Maintenance workforce capability,experiment,Design experiment,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and mid green. Missing perspective evidence: business.",high,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and mid green. Missing perspective evidence: business.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [""fair""], ""planetary"": [""carbon""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""citymotion-problem-4"", ""sourceStages"": [], ""evidenceSummary"": ""high"", ""confidence"": 4, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 74, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Influence is very high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Confidence is high and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 5, ""weight"": 5, ""contribution"": 25, ""direction"": ""raises"", ""explanation"": ""Stakeholder is very high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": []}"
