company_id,company,problem_id,title,description,cluster,status,selected,rank,spectrum,cynefin,overall,impact,urgency,strategic,stakeholder,influence,confidence,evidence,readiness,effort,leverage,unintended,score_trace,evidence_trace
cloudspring,CloudSpring Technologies,cloudspring-problem-4,Customer environmental claims,Customer environmental claims matters for CloudSpring Technologies because understand environmental impact of digital products.,Claims,confirmed,False,4,light,complex,60,3,4,4,4,4,1,1,3,2,3,3,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 60, ""contributions"": [{""factor"": ""impact"", ""score"": 3, ""weight"": 20, ""contribution"": 60, ""direction"": ""neutral"", ""explanation"": ""Impact is moderate and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Leverage is moderate and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 1, ""weight"": 10, ""contribution"": 10, ""direction"": ""limits"", ""explanation"": ""Confidence is very low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 4, ""weight"": 5, ""contribution"": 20, ""direction"": ""raises"", ""explanation"": ""Stakeholder is high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""confidence""]}","{""business"": [""customer""], ""human"": [""customer""], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""cloudspring-problem-4"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 1, ""missingPerspectives"": [""planetary""], ""integrationStatus"": ""needs explicit review""}"
cloudspring,CloudSpring Technologies,cloudspring-problem-5,Hardware lifecycle,Hardware lifecycle matters for CloudSpring Technologies because understand environmental impact of digital products.,Hardware,confirmed,False,5,light,complex,51,3,2,3,2,3,2,2,3,2,3,2,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 51, ""contributions"": [{""factor"": ""impact"", ""score"": 3, ""weight"": 20, ""contribution"": 60, ""direction"": ""neutral"", ""explanation"": ""Impact is moderate and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Strategic is moderate and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Leverage is moderate and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Urgency is low and carries weight 10.""}, {""factor"": ""influence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Influence is moderate and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Confidence is low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 2, ""weight"": 5, ""contribution"": 10, ""direction"": ""limits"", ""explanation"": ""Stakeholder is low and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""urgency"", ""confidence"", ""stakeholder""]}","{""business"": [], ""human"": [], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""cloudspring-problem-5"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 2, ""missingPerspectives"": [""business"", ""human"", ""planetary""], ""integrationStatus"": ""needs explicit review""}"
loophome,LoopHome Circular Services,loophome-problem-1,Validate circular impact,Validate circular impact matters for LoopHome Circular Services because verify whether the circular business model creates genuine environmental benefit.,Circularity,selected,True,1,light,complex,71,5,4,5,4,3,1,1,2,3,5,4,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 71, ""contributions"": [{""factor"": ""impact"", ""score"": 5, ""weight"": 20, ""contribution"": 100, ""direction"": ""raises"", ""explanation"": ""Impact is very high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Leverage is very high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Influence is moderate and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Readiness is low and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 1, ""weight"": 10, ""contribution"": 10, ""direction"": ""limits"", ""explanation"": ""Confidence is very low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 4, ""weight"": 5, ""contribution"": 20, ""direction"": ""raises"", ""explanation"": ""Stakeholder is high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""readiness"", ""confidence""]}","{""business"": [], ""human"": [], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""loophome-problem-1"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 1, ""missingPerspectives"": [""business"", ""human"", ""planetary""], ""integrationStatus"": ""needs explicit review""}"
loophome,LoopHome Circular Services,loophome-problem-2,Customer churn and transport,Customer churn and transport matters for LoopHome Circular Services because verify whether the circular business model creates genuine environmental benefit.,Behaviour,selected,True,2,light,complex,69,4,4,4,4,4,2,2,3,2,4,3,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 69, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Confidence is low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 4, ""weight"": 5, ""contribution"": 20, ""direction"": ""raises"", ""explanation"": ""Stakeholder is high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""confidence""]}","{""business"": [""customer""], ""human"": [""customer""], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""loophome-problem-2"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 2, ""missingPerspectives"": [""planetary""], ""integrationStatus"": ""needs explicit review""}"
loophome,LoopHome Circular Services,loophome-problem-3,Technician capacity,Technician capacity matters for LoopHome Circular Services because verify whether the circular business model creates genuine environmental benefit.,People,selected,True,3,mid,complicated,62,3,4,4,4,4,3,3,3,3,3,2,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 62, ""contributions"": [{""factor"": ""impact"", ""score"": 3, ""weight"": 20, ""contribution"": 60, ""direction"": ""neutral"", ""explanation"": ""Impact is moderate and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Leverage is moderate and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Confidence is moderate and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 4, ""weight"": 5, ""contribution"": 20, ""direction"": ""raises"", ""explanation"": ""Stakeholder is high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": []}","{""business"": [], ""human"": [], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""loophome-problem-3"", ""sourceStages"": [], ""evidenceSummary"": ""medium"", ""confidence"": 3, ""missingPerspectives"": [""business"", ""human"", ""planetary""], ""integrationStatus"": ""needs explicit review""}"
loophome,LoopHome Circular Services,loophome-problem-4,Appliance energy performance,Appliance energy performance matters for LoopHome Circular Services because verify whether the circular business model creates genuine environmental benefit.,Product use,confirmed,False,4,light,complex,58,4,3,4,3,2,2,2,2,3,4,3,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 58, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Urgency is moderate and carries weight 10.""}, {""factor"": ""influence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Influence is low and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Readiness is low and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Confidence is low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""influence"", ""readiness"", ""confidence""]}","{""business"": [], ""human"": [], ""planetary"": [""energy""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""loophome-problem-4"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 2, ""missingPerspectives"": [""business"", ""human""], ""integrationStatus"": ""needs explicit review""}"
loophome,LoopHome Circular Services,loophome-problem-5,Investor growth pressure,Investor growth pressure matters for LoopHome Circular Services because verify whether the circular business model creates genuine environmental benefit.,Business model,confirmed,False,5,light,complex,57,3,3,4,3,3,2,2,3,2,3,3,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 57, ""contributions"": [{""factor"": ""impact"", ""score"": 3, ""weight"": 20, ""contribution"": 60, ""direction"": ""neutral"", ""explanation"": ""Impact is moderate and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Leverage is moderate and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Urgency is moderate and carries weight 10.""}, {""factor"": ""influence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Influence is moderate and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Confidence is low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""confidence""]}","{""business"": [], ""human"": [], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""loophome-problem-5"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 2, ""missingPerspectives"": [""business"", ""human"", ""planetary""], ""integrationStatus"": ""needs explicit review""}"
citymotion,CityMotion Transit Authority,citymotion-problem-1,Fair fleet transition,Fair fleet transition matters for CityMotion Transit Authority because develop a fair low-carbon fleet transition.,Fleet,selected,True,2,mid,complex,82,5,5,5,5,4,4,4,3,4,5,4,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 82, ""contributions"": [{""factor"": ""impact"", ""score"": 5, ""weight"": 20, ""contribution"": 100, ""direction"": ""raises"", ""explanation"": ""Impact is very high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Leverage is very high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Urgency is very high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Confidence is high and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 5, ""weight"": 5, ""contribution"": 25, ""direction"": ""raises"", ""explanation"": ""Stakeholder is very high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 4, ""weight"": 10, ""contribution"": -40, ""direction"": ""lowers"", ""explanation"": ""Effort is high and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""effort""]}","{""business"": [], ""human"": [""fair""], ""planetary"": [""carbon""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""citymotion-problem-1"", ""sourceStages"": [], ""evidenceSummary"": ""high"", ""confidence"": 4, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}"
citymotion,CityMotion Transit Authority,citymotion-problem-2,Accessibility safeguard,Accessibility safeguard matters for CityMotion Transit Authority because develop a fair low-carbon fleet transition.,People,selected,True,1,mid,complex,85,5,5,5,5,5,4,4,4,3,4,3,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 85, ""contributions"": [{""factor"": ""impact"", ""score"": 5, ""weight"": 20, ""contribution"": 100, ""direction"": ""raises"", ""explanation"": ""Impact is very high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Urgency is very high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Influence is very high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Readiness is high and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Confidence is high and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 5, ""weight"": 5, ""contribution"": 25, ""direction"": ""raises"", ""explanation"": ""Stakeholder is very high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": []}","{""business"": [], ""human"": [""fair"", ""access""], ""planetary"": [""carbon""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""citymotion-problem-2"", ""sourceStages"": [], ""evidenceSummary"": ""high"", ""confidence"": 4, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}"
citymotion,CityMotion Transit Authority,citymotion-problem-3,Charging infrastructure readiness,Charging infrastructure readiness matters for CityMotion Transit Authority because develop a fair low-carbon fleet transition.,Infrastructure,selected,True,4,mid,complex,70,4,5,5,3,3,3,3,2,4,5,3,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 70, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Leverage is very high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Urgency is very high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Influence is moderate and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Readiness is low and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Confidence is moderate and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 4, ""weight"": 10, ""contribution"": -40, ""direction"": ""lowers"", ""explanation"": ""Effort is high and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""readiness"", ""effort""]}","{""business"": [], ""human"": [""fair""], ""planetary"": [""carbon""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""citymotion-problem-3"", ""sourceStages"": [], ""evidenceSummary"": ""medium"", ""confidence"": 3, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}"
citymotion,CityMotion Transit Authority,citymotion-problem-4,Maintenance workforce capability,Maintenance workforce capability matters for CityMotion Transit Authority because develop a fair low-carbon fleet transition.,Capability,confirmed,False,3,mid,complex,74,4,4,4,5,5,4,4,3,3,4,3,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 74, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Influence is very high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Confidence is high and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 5, ""weight"": 5, ""contribution"": 25, ""direction"": ""raises"", ""explanation"": ""Stakeholder is very high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": []}","{""business"": [], ""human"": [""fair""], ""planetary"": [""carbon""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""citymotion-problem-4"", ""sourceStages"": [], ""evidenceSummary"": ""high"", ""confidence"": 4, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}"
